FILING YEAR,LAST NAME,FIRST NAME,LOBBYIST MIDDLE INITIAL,CLIENT,COMPENSATION,FILING PERIOD
2011,Robertson,Lee,A,"Milanowski, Andrzej",$750.00,1
2011,Robertson,Lee,A,Gold Star Jewelry and Coin Co.,$550.00,1
2011,Robertson,Lee,A,M & T Partnership,$800.00,1
2011,Robertson,Lee,A,150 East Ontario Acquistions LLC,$200.00,1
2011,Romito,Dan,,South Park Senior Services and Housing NFP,$1000.00,1
2011,Romito,Dan,,"KJ Manor, LLC-",$500.00,1
2011,Rosenfeld,Paul  ,A,Civil Green Materials,$0.00,1
2011,Rosenfeld,Paul  ,A,Cash America International,$2000.00,1
2011,Rosenfeld,Paul  ,A,Wine and Spirit Distributors of IL (WSDI),$4000.00,1
2011,Rosenfeld,Paul  ,A,Cash America International,$2000.00,1
2011,Rosenfeld,Paul  ,A,Illinois Restaurant Association,$1000.00,1
2012,Rosenfeld,Paul  ,A,Illinois Restaurant Association,$0.00,1
2011,Russell,Forrest,,Target Corporation,$2000.00,1
2011,Saef,Scott,E,"PepsiCo., Inc",$2000.00,1
2011,Saef,Scott,E,Salvation Army,$8000.00,1
2011,Saef,Scott,E,Northwestern University,$5000.00,1
2011,Saef,Scott,E,Commuter Rail Divison of the RTA (Metra),$19000.00,1
2011,Saef,Scott,E,Solo Cup Co.,$4000.00,1
2011,Saef,Scott,E,Francis W Parker School,$9000.00,1
2011,Sales,Betsy,,"Wal-Mart Stores, Inc.",$56900.00,1
2011,Sales,Rahsaan,,Chicago Parking Meters LLC,$0.00,1
2011,Sales,Rahsaan,,Chicago Loop Parking,$0.00,1
2011,Sans,Maggie,,"Wal-Mart Stores, Inc.",$1000.00,1
2011,Santiago,Miguel,A,Kraft Foods,$1200.00,1
2011,Sawicki,Laura,,Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,$1000.00,1
2011,Schaedel,Larry,W,"RSM McGladrey, Inc.",$5000.00,1
2011,Schaedel,Larry,W,"RSM McGladrey, Inc.",$5000.00,1
2011,Schain,Jerome,S,Rass Hospitality,$1000.00,1
2011,Schain,Jerome,S,150 East Ontario Acquistions LLC,$500.00,1
2011,Schain,Jerome,S,VacationRentChicago.com,$1000.00,1
2011,Schramm,Jessica,M,NASCO - North American Students of Cooperation,$1008.00,1
2011,Schramm,Jessica,M,Interior Design Concepts Inc,$0.00,1
2011,Schramm,Jessica,M,Environs Development,$0.00,1
2011,Schramm,Jessica,M,2954 N Racine LLP,$15189.00,1
2011,Schramm,Jessica,M,"Florsheim, Steven C",$5492.00,1
2011,Sciaccotta,John,C,Toyoka Inn Co.,$1000.00,1
2011,Scofes,Stephen,G,Douglas J Schools%2f Institutes,$10000.00,1
2011,Scofes,Stephen,G,Alcatel-Lucent,$33000.00,1
2011,Scott,Lois ,A,Scott Balice Strategies,$0.00,1
2011,Scott,Andrew,P,CenterPoint Properties Trust,$1000.00,1
2011,Scott,Andrew,P,United Airlines,$1000.00,1
2011,Scott,Andrew,P,"Next Realty, LLC",$2000.00,1
2011,Scott,Andrew,P,Infinium Capital Management LLC,$0.00,1
2011,Selden,Phoebe,S,Scott Balice Strategies,$0.00,1
2011,Serafin,Thom,M,"Wal-Mart Stores, Inc.",$50000.00,1
2011,Severs,Jennifer,,Office Depot,$500.00,1
2011,Sexton,Dennis,E,Chicago Regional Council of Carpenters,$6000.00,1
2011,Shadle,Paul,W,Great Lakes Prinicipals  c%2fo CD_EP Retail JV LLC,$25000.00,1
2011,Shadle,Paul,W,DAGS Desplaines LLC c%2fo Mesirow Financial,$5000.00,1
2011,Shadle,Paul,W,Chicago Lakeside Development LLC,$5000.00,1
2011,Shadle,Paul,W,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals",$25000.00,1
2011,Shadle,Paul,W,Sedgwick Properties,$10000.00,1
2011,Shadle,Paul,W,Chicago Children's Museum,$5000.00,1
2011,Shadle,Paul,W,JDL Development Co.,$5000.00,1
2011,Shadle,Paul,W,Prime Group Realty Trust,$3000.00,1
2011,Shadle,Paul,W,University of Chicago,$5000.00,1
2011,Shadle,Paul,W,Theus Property Holding,$4000.00,1
2011,Shadle,Paul,W,Sterling Bay Companies,$3000.00,1
2011,Shadle,Paul,W,Scottsdale Limited Partnership,$5000.00,1
2011,Shadle,Paul,W,"659 WRC Chicago, LLC",$10000.00,1
2011,Shaqildi,Amal,,Public Building Commission of Chicago,$0.00,1
2011,Shaqildi,Amal,,Metropolitan Pier and Exposition Authority,$0.00,1
2011,Shaqildi,Amal,,St Luke Church of God in Christ,$0.00,1
2011,Shaqildi,Amal,,"River Bend Real Estate Investments, LLC",$0.00,1
2011,Shaqildi,Amal,,Chicago Board of Education,$0.00,1
2011,Shea,Courtney,C,Acacia Financial,$3750.00,1
2011,Sheeba,Martin,,"Cornell 55, LLC",$0.00,1
2011,Sheeba,Martin,,5120 S Hyde Park LLC,$0.00,1
2011,Sheeba,Martin,,"Drexel Terrance Apts., LLC",$0.00,1
2011,Sheeba,Martin,,5339-5345 S. Woodlawn LLC,$0.00,1
2011,Sheeba,Martin,,5202-5210 S. Cornell LLC,$0.00,1
2011,Shields,Stratford,,"Morgan Stanley & Co., Inc.",$1000.00,1
2011,Siegel,David,J,Solo Cup Co.,$1000.00,1
2011,Sikes,Susan,M,PCC Community Wellness Center,$500.00,1
2011,Silver,Warren,E,"Stone, Adam",$1000.00,1
2011,Silver,Warren,E,"Alshore House, Inc",$2000.00,1
2011,Silvestri,Peter,N,Wright Advertising,$0.00,1
2011,Snyder,Kenneth,G,Unite Here Local 1,$5000.00,1
2011,Sprehe,Daniel,C,"J. P. Morgan Chase Bank, NA",$10000.00,1
2011,Starr,Jan,,Barr Management,$3000.00,1
2011,Starr,Jan,,Argo Tea,$15000.00,1
2011,Starr,Jan,,GEO Group,$6000.00,1
2011,Starr,Jan,,PLS Financial,$3000.00,1
2011,Starr,Jan,,Flashpoint Academy of Media and Science,$15000.00,1
2011,Starr,Jan,,Respiratory Health Association Metropolitan Chicago,$9000.00,1
2011,Stone,Christopher ,S,Southern Wine and Spirits of Illinois,$36000.00,1
2011,Streicher,Paul ,D,Illinois Limousine Assoc.,$0.00,1
2011,Streicker,David,D,"GTL Resources USA, Inc",$2000.00,1
2011,Stubblefield,Carol,,Great Southwest Development Corp,$0.00,1
2011,Stubblefield,Carol,,Footwear Factory Development Corp,$0.00,1
2011,Stubblefield,Carol,,ULICH Children's Advantage Network,$0.00,1
2011,Stubblefield,Carol,,Near North Health Services Corp,$0.00,1
2011,Stubblefield,Carol,,Public Building Commission of Chicago,$0.00,1
2011,Stubblefield,Carol,,St. Bernard Hospital,$0.00,1
2011,Stubblefield,Carol,,New South Partners LLC,$0.00,1
2011,Stubblefield,Carol,,Northwestern Memorial Hospital,$0.00,1
2011,Stubblefield,Carol,,"Wal-Mart Stores, Inc.",$0.00,1
2011,Stubblefield,Carol,,St. Edmund's Redevelopment Corp.,$0.00,1
2011,Stubblefield,Carol,,"GCD Properties, LLC",$0.00,1
2011,Sublett,Jeanette,,Public Building Commission of Chicago,$0.00,1
2011,Sublett,Jeanette,,Ancona Montessori School,$0.00,1
2011,Sublett,Jeanette,,Chicago Board of Education,$0.00,1
2011,Sublett,Jeanette,,Metropolitan Pier and Exposition Authority,$0.00,1
2011,Sublett,Jeanette,,St Luke Church of God in Christ,$0.00,1
2011,Suffredin,Lawrence,J,Illinois Restaurant Association,$0.00,1
2011,Suffredin,Thomas,M,Museums in the Park,$1000.00,1
2011,Suffredin,Lawrence,J,Museums in the Park,$1000.00,1
2011,Suffredin,Thomas,M,Illinois Restaurant Association,$0.00,1
2011,Sullivan,Richard,L,"Westfield Concession Management, Inc.",$22500.00,1
2011,Taylor,Timothy,A,Electrical Contractors Assn. of City of Chicago,$500.00,1
2011,Teele,Terry,W,EDI,$0.00,1
2011,Theisen,John,,"New Moms, Inc",$1000.00,1
2011,Theisen,John,,Brownlow Benton Salvation Army & Works Development,$1000.00,1
2011,Theisen,John,,Alexian Brothers,$1000.00,1
2011,Theisen,John,,New Pisgah Baptist Church,$0.00,1
2011,Thompson,Patrick,D,"Capital Fitness, Inc.  d%2fb%2fa XSport Fitness",$2000.00,1
2011,Thompson,Patrick,D,"View Chicago, LLC",$2000.00,1
2011,Thompson,Patrick,D,Victor Sign Corp,$2000.00,1
2011,Thompson,Patrick,D,"Media Communications, Inc d%2fb%2fa Visual Cast",$2000.00,1
2011,Thompson,Patrick,D,Med Properties LLC,$2000.00,1
2011,Tinucci,Margaret ,M,"KJ Manor, LLC-",$500.00,1
2011,Tinucci,Margaret ,M,Brownlow Benton Salvation Army & Works Development,$1000.00,1
2011,Tinucci,Margaret ,M,3 Diamnod Development,$500.00,1
2011,Tinucci,Margaret ,M,New Pisgah Baptist Church,$500.00,1
2011,Tinucci,Margaret ,M,"Mark IV Realty Group, Inc",$500.00,1
2011,Tomblin,Stephanie,G,JPMorgan Securities Inc.,$0.00,1
2011,Tragesser,O. Kate,,F.H. Paschen %2f S.N. Nielsen Inc,$2000.00,1
2011,Tragesser,O. Kate,,Midwest Foods,$0.00,1
2011,Tragesser,O. Kate,,Wynndalco Enterprises LLC,$0.00,1
2011,Tragesser,O. Kate,,"JF Carpentry Services, Inc",$0.00,1
2011,Tragesser,O. Kate,,Tropical Optical,$1000.00,1
2011,Tragesser,O. Kate,,Safety Squad,$0.00,1
2011,Tragesser,O. Kate,,"A&E Electrical Contractors, Inc",$0.00,1
2011,Tristan,Homero,,EMCO Development Co,$2000.00,1
2011,Tristan,Homero,,"Popoca, Jose",$1000.00,1
2011,Tristan,Homero,,"Alnemer, Nabil",$6000.00,1
2011,Tristan,Homero,,Chicago Industrial Catalytic Ltd,$4000.00,1
2011,Tristan,Homero,,"Sun Dome, Inc",$2000.00,1
2011,Tristan,Homero,,"North Coast Music, LLC",$700.00,1
2011,Turley,Charles,,KPMG LLP,$1000.00,1
2011,Wallace ,Edward,C,"JCDecaux Chicago, LLC and Affiliated Companies",$3000.00,1
2011,Walsh,Mark,J,"JCDecaux North America, Inc",$0.00,1
2011,Watt,John,,Chicago Loop Parking,$4000.00,1
2011,Watt,John,,Chicago Parking Meters LLC,$4000.00,1
2011,Wendy,Richard,,Prism Development Company,$5000.00,1
2011,Wendy,Richard,,"JP Morgan Chase Bank, NA",$5000.00,1
2011,Wendy,Richard,,Stonewater Partners,$2500.00,1
2011,Wendy,Richard,,"Optima, Inc",$5000.00,1
2011,Wendy,Richard,,"NM Project Company, LLC",$0.00,1
2011,Wesley,Jana,,Com Cap Advisors,$600.00,1
2011,White,Cory,D,Clean Energy,$0.00,1
2011,White,Cory,D,Clean Energy,$0.00,1
2011,Wibbenmeyer,Kana,,Loyola University Chicago,$0.00,1
2011,Widerborg,Sandra,M,United Airlines,$10000.00,1
2011,Wilson,Mark,A,"T-Mobile USA, Inc",$0.00,1
2011,Winters,David,P,Public Building Commission of Chicago,$0.00,1
2011,Wolfberg,Kevin,J,Goldblatts,$5000.00,1
2011,Wolfberg,Kevin,J,Rass Hospitality,$3900.00,1
2011,Wong,Jeffrey,,KPMG LLP,$1000.00,1
2011,Wood,Stephen,A,Jefferies & Company Inc,$1000.00,1
2011,Yuen Tam,Grace,C,"Merrill Lynch, Pierce, Fenner, & Smith Inc.",$1000.00,1
2011,Zemenides,Endy,D,Illinois Sports Facilities Authority,$3000.00,1
2011,Zemenides,Endy,D,Illinois Sports Facilities Authority,$3000.00,1
2011,Zemenides,Endy,D,"Mark IV Realty Group, Inc",$2500.00,1
2011,Zemenides,Endy,D,"Mark IV Realty Group, Inc",$2400.00,1
2011,Zemenides,Endy,D,Bank of America,$0.00,1
2011,Zemenides,Endy,D,"DeVry, Inc.",$5000.00,1
2011,Zemenides,Endy,D,"DeVry, Inc.",$3000.00,1
2011,Zemenides,Endy,D,Preferred Development,$1000.00,1
2011,Zemenides,Endy,D,"JD Real Estate, Inc",$2000.00,1
2011,Zemenides,Endy,D,"JD Real Estate, Inc",$3000.00,1
2011,Zemenides,Endy,D,Mega Group,$3000.00,1
2011,Zemenides,Endy,D,Mega Group,$2500.00,1
2011,Acosta,Rolando,R,"Millinnieum East, LLC",$0.00,2
2011,Acosta,Rolando,R,2630 Milwaukee LLC,$0.00,2
2011,Acosta,Rolando,R,"Elston Center, LLC",$10000.00,2
2011,Acosta,Rolando,R,Kargil Development,$0.00,2
2011,Acosta,Rolando,R,Wabash Development Group,$1000.00,2
2011,Acosta,Rolando,R,Lawrence Fisheries,$3000.00,2
2011,Acosta,Rolando,R,Lake Loomis LLC,$2000.00,2
2011,Acosta,Rolando,R,"Clovis Investments, LLC",$2000.00,2
2011,Acosta,Rolando,R,CORU 465 LLC,$0.00,2
2011,Acosta,Rolando,R,1815 W. Division LLC,$0.00,2
2011,Acosta,Rolando,R,1601 West Division LLC,$4000.00,2
2011,Aitken,Ronald,,Chicago Department of Aviation,$0.00,2
2011,Aldrete,Sylvia,,AT&T Illinois,$0.00,2
2011,Alexander,Adrienne,M,AFSCME Council 31,$5000.00,2
2011,Alexander,Adrienne,M,AFSCME Council 31,$13000.00,2
2011,Alvarez,Michael,A,"UBM, Inc",$2000.00,2
2011,Alvarez,Michael,A,LAZ Parking,$5000.00,2
2011,Alvarez,Michael,A,VPS,$2000.00,2
2011,Alvarez,Michael,A,St. Anthony Hospital,$5000.00,2
2011,Alvarez,Michael,A,"Avaya, Inc.",$5000.00,2
2011,Alvarez,Michael,A,Bohemian National Cemetery,$2000.00,2
2011,Alvarez,Michael,A,Steinco Inc,$2000.00,2
2011,Alvarez,Michael,A,RedFlex Traffic Systems,$0.00,2
2011,Alvarez,Michael,A,Advanced Occupational Medicine Specialists,$3000.00,2
2011,Alvarez,Michael,A,SmartKiosks,$2000.00,2
2011,Anderson,Jane ,F,"Yellow Services, Inc",$0.00,2
2011,Asaro,Lenny,D,Sonia Shankman School Corp.,$0.00,2
2011,Asaro,Lenny,D,Comer Science & Education Foundation,$0.00,2
2011,Asaro,Lenny,D,"RCHD, LLC",$0.00,2
2011,Asaro,Lenny,D,"GCCP, LLC",$0.00,2
2011,Asaro,Lenny,D,"GCYC, LLC",$0.00,2
2011,Balanoff,Tom ,,SEIU Local 1,$0.00,2
2011,Banks,William,J,CBS Outdoor Display Division,$500.00,2
2011,Banks,William,J,Rass Hospitality,$2000.00,2
2011,Banks,William,J,M & T Partnership,$2500.00,2
2011,Banks,James ,J,Sedgwick Properties,$0.00,2
2011,Banks,James ,J,"Bruno, Al",$500.00,2
2011,Banks,James ,J,"Cronnolly, John, Ace Construction",$500.00,2
2011,Banks,James ,J,"Agosto, David - VP Acquistions & Dev., Draper and Kramer",$500.00,2
2011,Banks,James ,J,"Gomez, Felipe, Gomez Recycling",$500.00,2
2011,Banks,James ,J,"Huang, Darren",$500.00,2
2011,Banks,James ,J,"Lee, Yunsik",$500.00,2
2011,Banks,James ,J,"Lowery, Betsy",$500.00,2
2011,Banks,James ,J,"Patel, Dave, Empire Distributor",$500.00,2
2011,Banks,James ,J,"Qasem, David",$500.00,2
2011,Banks,James ,J,"Esters, Kenneth & Marilyn, Victory Outreach",$500.00,2
2011,Banks,James ,J,"Motew, Kenneth, Mo2 Properties",$500.00,2
2011,Banks,William,J,"Olympic South, Inc",$1250.00,2
2011,Banks,William,J,CRM Properties,$1000.00,2
2011,Banks,William,J,Columbus Park LLC,$5000.00,2
2011,Banks,William,J,"Children's Academy of America, LLC d%2fb%2fa Little Green Tree House",$1000.00,2
2011,Banks,William,J,Halsted Triangle Home Owner's Assoc,$500.00,2
2011,Banks,William,J,DJ Acquisitions LLC,$1000.00,2
2011,Banks,William,J,"Grot, Wojciech",$7500.00,2
2011,Banks,William,J,Hoyne Avenue Corp.,$4000.00,2
2011,Banks,William,J,Pope Building Condo. Assoc.,$2500.00,2
2011,Banks,James ,J,Salvation Army,$500.00,2
2011,Banks,James ,J,"Lampignano, Vito ",$500.00,2
2011,Banks,James ,J,"Mehra, Gunjan",$500.00,2
2011,Banks,James ,J,"2219 Clybourn Properties, LLC",$500.00,2
2011,Banks,James ,J,"Schumacher, Nicole",$500.00,2
2011,Banks,James ,J,"Munoz, Juan Carlos",$500.00,2
2011,Banks,James ,J,"Martino, Joanne",$500.00,2
2011,Banks,James ,J,Mia Property Acquisitions LLC,$500.00,2
2011,Banks,James ,J,Smart City LLC Investment,$500.00,2
2011,Banks,William,J,City Winery,$500.00,2
2011,Banks,William,J,LV Station LLC,$7000.00,2
2011,Banks,James ,J,"Steinmetz, Robert",$500.00,2
2011,Banks,James ,J,"Slowiak, Michael",$500.00,2
2011,Barney,Kevin,L,"Kutack Rock, LLP",$0.00,2
2011,Bauer ,Steven,,Chicago Property Concierge,$3000.00,2
2011,Bauer ,Steven,,Valpiano International LLC,$4000.00,2
2011,Beck,James,M,Melvin & Company,$0.00,2
2011,Bennett,Euriah,X,Morgan Keegan & Co. Inc,$0.00,2
2011,Berman,Myles,D,"Burns & McDonnell Engineering Co, Inc",$3000.00,2
2011,Berman,Myles,D,Learn Green LLC,$5000.00,2
2011,Berman,Myles,D,Potbelly Sandwich Works,$3000.00,2
2011,Berman,Myles,D,"Baker Tilly Virchow Karuse, LLP",$2000.00,2
2011,Berman,Myles,D,CN,$2000.00,2
2011,Berman,Myles,D,"Midwest Generation EME,LLC",$5000.00,2
2011,Bernardini,Charles,R,Construction and General Laborers Distric Council of Chicago and Vicinity Joint Traning and Apprenti,$4000.00,2
2011,Bernardini,Charles,R,Aeroterm,$4000.00,2
2011,Bernardoni,Brian,A,Chicago Assoc. of Realtors,$40000.00,2
2011,Bisio,B. John,,"Wal-Mart Stores, Inc.",$73000.00,2
2011,Bonoma,David,A,"4330 S. Racine, LLC",$5000.00,2
2011,Bonoma,Mary Kay,,Illinois Restaurant Association,$2000.00,2
2011,Bonoma,David,A,"JCDecaux Chicago, LLC",$20000.00,2
2011,Bonoma,David,A,Chicago Aviation Partners,$5000.00,2
2011,Bonoma,David,A,"Linebarger, Goggan, Blair & Sampson",$7000.00,2
2011,Borstein,Scott,,"Polsky, Michael",$0.00,2
2011,Borstein,Scott,,Capri Capital Partners,$0.00,2
2011,Borstein,Scott,,Chicago Board of Education,$0.00,2
2011,Borstein,Scott,,Urban Partnership Bank,$0.00,2
2011,Borstein,Scott,,"River Bend Real Estate Investments, LLC",$0.00,2
2011,Borstein,Scott,,Odessy Loft owners,$0.00,2
2011,Borstein,Scott,,Bronzeville Associates Limited Partnership,$0.00,2
2011,Boumenot,Albert,A,George K. Baum & Co.,$0.00,2
2011,Boumis,Sotirios (Sam),A,Douglas J Schools%2f Institutes,$10000.00,2
2011,Boykin,Richard,R,Youth Connection Charter School,$30000.00,2
2011,Boyle, Kathleen,,"General Growth Properties, Inc",$0.00,2
2011,Brankin,Patrick,T,Home Carpet One,$1500.00,2
2011,Brankin,Patrick,T,City Winery,$10000.00,2
2011,Brennan,Amy,S,JP Morgan Chase,$20000.00,2
2011,Brezman,Pablo,,J C Decaux NA,$6000.00,2
2011,Broderick,Michael,J,Poly Brite Inc,$4500.00,2
2011,Broderick,Michael,J,Weston Solutions,$15600.00,2
2011,Brown,Michael,E,"Johnson Controls, Inc",$1000.00,2
2011,Brown,Mark,,"Goldman Sachs Asset Management, LP",$500.00,2
2011,Brown,Michael,E,Oracle,$5000.00,2
2011,Brown,Clint,V,United Food and Commercial Workers Local 881,$1000.00,2
2011,Brown,Michael,E,Landrum & Brown,$2000.00,2
2011,Brown,Michael,E,Christy Webber Landscapes,$1000.00,2
2011,Brown,Michael,E,Delaware North Companies,$2000.00,2
2011,Brown,Michael,E,"D. B. Sterlin Consultants, Inc.",$0.00,2
2011,Brown,Michael,E,Atlantic Aviation,$3000.00,2
2011,Brown,Michael,E,Benchmark,$4000.00,2
2011,Brown,Kathleen ,,"Goldman, Sachs & Co",$4000.00,2
2011,Brown,Michael,E,Gategroup Americas,$2000.00,2
2011,Brown,Michael,E,Total Airport Services,$2000.00,2
2011,Brunsvold,Theodore,J,Symantec Corp,$9000.00,2
2011,Brunsvold,Theodore,J,CFSA ,$0.00,2
2011,Brunsvold,Theodore,J,3M Corporation,$10000.00,2
2011,Brunsvold,Theodore,J,Midwest Gneration,$18000.00,2
2011,Brunsvold,Theodore,J,Satellite Broadcasting & communications Assoc.,$10000.00,2
2011,Brunsvold,Theodore,J,Lorillard Tobacco,$18000.00,2
2011,Brunsvold,Elizabeth,,MedImmune,$5000.00,2
2011,Brunsvold,Theodore,J,Direct TV,$0.00,2
2011,Brunsvold,Theodore,J,Dish Network,$0.00,2
2011,Brunsvold,Theodore,J,Diageo NA,$17500.00,2
2011,Brunsvold,Theodore,J,"CGI Technologies & Solutions, Inc",$3600.00,2
2011,Brunsvold,Theodore,J,HP (Hewlett Packard),$13500.00,2
2011,Bunting,Dana,,"Goldman, Sachs & Co",$1000.00,2
2011,Callahan,Stephen,F,"Wells Fargo Bank, N.A.",$25000.00,2
2011,Cameron,John,D,AFSCME Council 31,$8000.00,2
2011,Carney,Demetrius,E,The Hudson Group (Retail Specialist),$72000.00,2
2011,Carpenter,John ,A,Chicagolane Chamber of Commerce,$500.00,2
2011,Carrell ,Mitchell,A,Career Builder LLC,$2000.00,2
2011,Carrell ,Mitchell,A,417 S. Dearborn-2,$0.00,2
2011,Carrell ,Mitchell,A,General Irons-2,$0.00,2
2011,Carrell ,Mitchell,A,Clear Channel Outdoor,$2000.00,2
2011,Carrell ,Mitchell,A,"SF CH I, LLC",$3000.00,2
2011,Cassel,Danielle,,"5454 S. Shore Drive, LLC",$3000.00,2
2011,Cassel,Danielle,,South Chicago Packing Co,$10000.00,2
2011,Cassel,Peter,,1600 E 53rd St. LLC,$2000.00,2
2011,Cassel,Peter,,MAC Property Management,$2000.00,2
2011,Cassel,Danielle,,Sutherland LLC,$2000.00,2
2011,Cassel,Danielle,,Bridgeview Bank & Trust,$25000.00,2
2011,Cassel,Peter,,"Solstice on the Park, LLC",$2000.00,2
2011,Cassel,Danielle,,Central Steel and Wire,$2000.00,2
2011,Cassel,Danielle,,University of Chicago,$15000.00,2
2011,Cassel,Peter,,1525 HP LLC,$2000.00,2
2011,Cassel,Peter,,"5454 S. Shore Drive, LLC",$2000.00,2
2011,Cassidy,Michael,P,Sentry Security Systems LLC,$15000.00,2
2011,Cervantes,Pedro,,United Neighborhood Organization,$0.00,2
2011,Chang,Victor,H,"Wells Fargo Bank, N.A.",$20000.00,2
2011,Charity,Elvin,E,"Urban Juncture, Inc",$1000.00,2
2011,Charity,Elvin,E,Rosenwalkd Courts LP,$2000.00,2
2011,Charity,Elvin,E,1625 South Street LLC,$8000.00,2
2011,Chauvette,Derek,W,"KeyBanc Capital Markets, Inc",$1000.00,2
2011,Chidley,Jean,R,Chicago Parking Meters LLC,$1000.00,2
2011,Ciaccio,Michael,P,Teamsters Joint Council 25,$5000.00,2
2011,Citron,Bernard,I,"Chicago Investment Property, LLC",$0.00,2
2011,Citron,Bernard,I,Middlefork Capital LLC,$827.00,2
2011,Citron,Bernard,I,"Spectrum Real Estate Services, Inc",$387.00,2
2011,Citron,Bernard,I,"Lexington Homes, LLC",$14051.00,2
2011,Citron,Bernard,I,Nudell Architects,$0.00,2
2011,Citron,Bernard,I,South Dearborn LLC,$511.00,2
2011,Citron,Bernard,I,Chicago Self Storage,$2418.00,2
2011,Citron,Bernard,I,"Asat, Inc.",$7626.00,2
2011,Citron,Bernard,I,"Lincoln, Ashland @ Belmont LLC",$23665.00,2
2011,Citron,Bernard,I,"F & F Realty, Ltd.",$19357.00,2
2011,Citron,Bernard,I,"Schneider National, Inc",$0.00,2
2011,Citron,Bernard,I,Dubin Residential,$76582.00,2
2011,Citron,Bernard,I,"CA Development, Inc.",$465.00,2
2011,Clary,Pamela,Z,"Community Capital LLC (d%2fb%2fa ComCap Advisors, a division of Community Capital LLC)",$0.00,2
2011,Clochard-Bossuet,Nicolas,,"JCDecaux North America, Inc",$5000.00,2
2011,Cochran,Christopher,,US Bank Municipal Securities Group,$1000.00,2
2011,Cochran,Christopher,,"US Bancorp Investments, Inc",$1000.00,2
2011,Coffey,Thomas,P,Mercury Cruiselines,$3000.00,2
2011,Coffey,Thomas,P,Children's Memorial Hospital,$5000.00,2
2011,Coffey,Thomas,P,Resurrection Health Care,$10000.00,2
2011,Cohen,David,P,"Alclear, LLC",$90000.00,2
2011,Coli,John,T,Teamsters Joint Council 25,$0.00,2
2011,Colwell,Christopher,S,USI Insurance Services Corp,$4000.00,2
2011,Conlon,Kevin ,,Access Community Health Network,$8000.00,2
2011,Cook,Aaron,P,"Wells Fargo Bank, N.A.",$21000.00,2
2011,Coon,David,E,Integrated System International d%2fb%2fa ISI Energy Controls,$0.00,2
2011,Cornell,Terry,D,Chicago Signs,$0.00,2
2011,Corrigan,John,C,Extend Health,$18000.00,2
2011,Cortese,Frank,,Teamsters Joint Council 25,$2000.00,2
2011,Cortese,Frank,,Chicago Film Studio LLC,$2000.00,2
2011,Cortese,Frank,,Allied Waste,$6000.00,2
2011,Coverick,Thomas,,"KeyBanc Capital Markets, Inc",$1000.00,2
2011,Crabtree,Jeffrey ,W,Teamsters Joint Council 25,$5000.00,2
2012,Cullerton,John,J,"JCDecaux North America, Inc",$0.00,2
2011,Cunningham,William,J,Ameresco Inc,$1000.00,2
2011,Dalman,Kristina,M,Thai Towne Center,$841.00,2
2011,Dalman,Kristina,M,Thai Towne Center,$1000.00,2
2011,Daniels,Warren,,"Morgan Stanley & Co, LLC",$1000.00,2
2011,Dart,Timothy,J,"Live Nation Worldwide, Inc. (FKA Clear Channel Entertainment)",$10000.00,2
2011,Dart,Timothy,J,Siemens Corporation,$10000.00,2
2011,Dart,Timothy,J,Unisys Corporation,$10000.00,2
2011,Dart,Timothy,J,R. J. Reynolds Tobacco Company,$8000.00,2
2011,Dart,Timothy,J,InterPark Incorporated,$8000.00,2
2011,Dart,Timothy,J,"American International Group, INC (AIG)",$5000.00,2
2011,Dart,Timothy,J,"Wal-Mart Stores, Inc.",$12500.00,2
2011,Dart,Timothy,J,"Midwest Generation EME,LLC",$2500.00,2
2011,Dart,Timothy,J,Aon Corporation,$10000.00,2
2011,Dart,Timothy,J,"Westfield Concession Management, Inc.",$10000.00,2
2011,Dart,Timothy,J,Enterprise Rent-A-Car,$7500.00,2
2011,Dart,Timothy,J,Feld Entertainment,$6000.00,2
2011,Dart,Timothy,J,Microsoft Corporation,$8000.00,2
2011,DeLeone,V. Lara,,KeyBank National Association,$1000.00,2
2011,Decaux,Jean-Francois,,JCDecaux SA,$1000.00,2
2011,Desai,Binita,,Metropolitan Chicago Healthcare Council,$2000.00,2
2011,Devine,Richard,A,Chicago Aviation Partners,$96334.00,2
2011,DiGrino,Mariah,,"400-410 N. Michigan Ave., Ste. 250",$5000.00,2
2011,DiGrino,Mariah,,Costco Wholesale,$2000.00,2
2011,DiLorenzo,Michael,J,"Banco Popular North America, Inc.",$0.00,2
2011,DiLorenzo,Michael,J,Mercury Skyline Yacht Charters,$2000.00,2
2011,DiLorenzo,Michael,J,Resurrection Health Care,$55000.00,2
2011,DiLorenzo,Michael,J,"Hotel Lincoln Park Owner, LLC",$1000.00,2
2011,DiLorenzo,Michael,J,General Growth Properties,$15000.00,2
2011,DiLorenzo,Michael,J,Water Tower Place LLC,$15000.00,2
2011,DiLorenzo,Michael,J,Macerich Company,$3000.00,2
2011,DiLorenzo,Michael,J,"AG%2fCP West Bradley, LLC",$3000.00,2
2011,DiLorenzo,Michael,J,Principal Real Estate Investors,$3000.00,2
2011,Diamond,Terrance,L,Chicago Board of Education,$0.00,2
2011,Diamond,Terrance,L,Chicago Family Health Center,$0.00,2
2011,Diamond,Terrance,L,Public Building Commission of Chicago,$0.00,2
